key,id_type,id,title,year,venue,cluster,tier,verified_at,verification_source,url
"project2025llm062025","url","https://genai.owasp.org/llmrisk/llm062025-excessive-agency/","LLM06:2025 Excessive Agency","2025","OWASP Top 10 for LLM Applications 2025","C3-failures","should","2026-09-03T19:57:24Z","Fetched page; HTML title 'LLM06:2025 Excessive Agency - OWASP Gen AI Security Project', body text read","https://genai.owasp.org/llmrisk/llm062025-excessive-agency/"
"sharma2025unifyingquantitative","arxiv","2507.21146","Towards Unifying Quantitative Security Benchmarking for Multi Agent Systems","2025","arXiv preprint","C3-failures","optional","2026-09-03T22:41:11Z","arXiv abs page (v1, 23 Jul 2025); comment: 9 pages, 5 figures","https://arxiv.org/abs/2507.21146"
"wynn2025talk","arxiv","2509.05396","Talk Isn't Always Cheap: Understanding Failure Modes in Multi-Agent Debate","2025","ICML 2025 Workshop on Multi-Agent Systems (arXiv preprint)","C3-failures","must","2026-09-03T06:42:09Z","https://export.arxiv.org/api/query?id_list=2509.05396","https://arxiv.org/abs/2509.05396"
"yan2025dontbuild","url","https://cognition.com/blog/dont-build-multi-agents","Don't Build Multi-Agents","2025","Cognition blog","C3-failures","must","2026-09-03T07:17:20Z","https://cognition.com/blog/dont-build-multi-agents","https://cognition.com/blog/dont-build-multi-agents"
"zhang2025agentracerinducing","arxiv","2509.03312","AgenTracer: Who Is Inducing Failure in the LLM Agentic Systems?","2025","ICLR 2026 Poster (OpenReview l05DseqvuD); arXiv 2509.03312","C3-failures","should","2026-09-03T19:57:24Z","arXiv API record 2509.03312v2 (published 2025-09-03); OpenReview search returns the same title with venue 'ICLR 2026 Poster', venueid ICLR.cc/2026/Conference","https://arxiv.org/abs/2509.03312"
"zhang2025whichcauses","arxiv","2505.00212","Which Agent Causes Task Failures and When? On Automated Failure Attribution of LLM Multi-Agent Systems","2025","Proceedings of the 42nd International Conference on Machine Learning (ICML 2025), PMLR v267","C3-failures","must","2026-09-03T19:57:24Z","arXiv API record 2505.00212v3 (comment 'camera-ready'); title confirmed present in the PMLR v267 proceedings index at proceedings.mlr.press/v267/","https://arxiv.org/abs/2505.00212"
"zhu2025wherefail","arxiv","2509.25370","Where LLM Agents Fail and How They can Learn From Failures","2025","arXiv","C3-failures","optional","2026-09-03T20:21:58Z","arXiv API export.arxiv.org id_list=2509.25370 (v1, published 2025-09-29, no comment field; OpenReview listing not checked)","https://arxiv.org/abs/2509.25370"
"liang2024divergent","arxiv","2305.19118","Encouraging Divergent Thinking in Large Language Models through Multi-Agent Debate","2024","EMNLP 2024 (main conference)","C3-failures","should","2026-09-03T07:17:20Z","https://export.arxiv.org/api/query?id_list=2305.19118","https://arxiv.org/abs/2305.19118"
"du2023debate","arxiv","2305.14325","Improving Factuality and Reasoning in Language Models through Multiagent Debate","2023","arXiv preprint","C3-failures","must","2026-09-03T07:17:20Z","https://export.arxiv.org/api/query?id_list=2305.14325","https://arxiv.org/abs/2305.14325"
"wan2026deliberative","arxiv","2606.03032","The Deliberative Illusion: Diagnosing Factual Attrition and Stance Homogenization in Multi-Agent LLM Deliberation","2026","arXiv preprint","C3-failures,C7-diversity","should","2026-09-03T06:42:09Z","https://export.arxiv.org/api/query?id_list=2606.03032","https://arxiv.org/abs/2606.03032"
"abdurahman2026eti","arxiv","2604.19278","Explicit Trait Inference for Multi-Agent Coordination","2026","ACL 2026 (Main)","C4-topology","should","2026-09-03T06:49:34Z","https://export.arxiv.org/api/query?id_list=2604.19278","https://arxiv.org/abs/2604.19278"
"bai2026spendmoney","arxiv","2604.22750","How Do AI Agents Spend Your Money? Analyzing and Predicting Token Consumption in Agentic Coding Tasks","2026","arXiv preprint (no venue stated)","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2604.22750 (citation_* meta tags; submitted 24 Apr 2026, v2 29 Apr 2026)","https://arxiv.org/abs/2604.22750"
"bogdanov2026contextreasoning","arxiv","2605.16205","Context, Reasoning, and Hierarchy: A Cost-Performance Study of Compound LLM Agent Design in an Adversarial POMDP","2026","Proceedings of the ACM Conference on AI and Agentic Systems (CAIS '26), ACM","C4-topology","should","2026-09-03T20:21:58Z","arXiv abs page (submitted 15 May 2026, DOI on record) plus Crossref DOI resolution: container-title Proceedings of the ACM Conference on AI and Agentic Systems, event CAIS '26, issued 2026-05-26","https://arxiv.org/abs/2605.16205"
"chen2026tokeneconomics","arxiv","2605.09104","Token Economics for LLM Agents: A Dual-View Study from Computing and Economics","2026","arXiv preprint (survey; no venue stated)","C4-topology","optional","2026-09-03T20:21:58Z","arXiv API id_list=2605.09104 (published 2026-05-09)","https://arxiv.org/abs/2605.09104"
"chintalapati2026evaluatingmemory","arxiv","2605.18854","Evaluating Memory Condensation Strategies for Coding Agents in Data-Driven Scientific Discovery","2026","arXiv","C4-topology","optional","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2605.18854 (submitted 13 May 2026; no comment or journal ref)","https://arxiv.org/abs/2605.18854"
"cho2026longlive","arxiv","2605.27787","Long Live the Librarian! A Persistent Search Sub-Agent for Energy-Efficient Multi-Agent Software Engineering Systems","2026","EMNLP 2026 Main Conference (arXiv comment: ""2026 EMNLP Main Conference"")","C4-topology","should","2026-09-03T20:21:58Z","arXiv API record 2605.27787 (published 2026-05-27, updated 2026-08-31, comment '2026 EMNLP Main Conference'); title and first author match","https://arxiv.org/abs/2605.27787"
"cui2026unoorchestra","arxiv","2605.05007","Uno-Orchestra: Parsimonious Agent Routing via Selective Delegation","2026","arXiv preprint arXiv:2605.05007","C4-topology","optional","2026-09-03T20:21:58Z","arXiv abs page 2605.05007 (v1 submitted 6 May 2026; no Comments or journal reference field).","https://arxiv.org/abs/2605.05007"
"cunningham2026expenditurehorizon","url","https://metr.org/blog/2026-07-21-expenditure-horizon/","Expenditure Horizon: Measuring Optimization Ability, with an Application to NanoGPT","2026","METR blog","C4-topology","optional","2026-09-03T20:21:58Z","WebFetch of https://metr.org/blog/2026-07-21-expenditure-horizon/ on 2026-09-03; page title, byline and date July 21, 2026 read from the page","https://metr.org/blog/2026-07-21-expenditure-horizon/"
"fan2026sciencecollective","arxiv","2602.05289","Towards a Science of Collective AI: LLM-based Multi-Agent Systems Need a Transition from Blind Trial-and-Error to Rigorous Science","2026","arXiv:2602.05289 (no venue stated)","C4-topology","should","2026-09-03T20:21:58Z","arXiv API export.arxiv.org id_list=2602.05289 (v1, published 2026-02-05)","https://arxiv.org/abs/2602.05289"
"fukui2026invisible","arxiv","2605.13851","Invisible Orchestrators Suppress Protective Behavior and Dissociate Power-Holders: Safety Risks in Multi-Agent LLM Systems","2026","arXiv preprint","C4-topology","should","2026-09-03T06:50:17Z","https://export.arxiv.org/api/query?id_list=2605.13851","https://arxiv.org/abs/2605.13851"
"ganz2026handofftax","arxiv","2608.24358","The Handoff Tax: Continuing Non-Native Trajectories in LLM Agents","2026","arXiv preprint","C4-topology","optional","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2608.24358 (v1, published 2026-08-25)","https://arxiv.org/abs/2608.24358"
"gao2026zeroshot","arxiv","2608.26480","Zero-Shot Self-Orchestration with Ledger-Based Control for Improved LLM Coding Performance","2026","arXiv preprint (cs.MA, cs.AI, cs.CL, cs.SE)","C4-topology","should","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2608.26480 (v1 2026-08-27); API returned empty after retries","https://arxiv.org/abs/2608.26480"
"hamri2026zebrazero","arxiv","2605.20485","ZEBRA: Zero-shot Budgeted Resource Allocation for LLM Orchestration","2026","arXiv preprint arXiv:2605.20485","C4-topology","optional","2026-09-03T20:21:58Z","arXiv abs page 2605.20485 (v1 submitted 19 May 2026; no Comments or journal reference field).","https://arxiv.org/abs/2605.20485"
"kc2026handoffdebt","arxiv","2606.02875","Handoff Debt: The Rediscovery Cost When Coding Agents Take Over Interrupted Tasks","2026","arXiv preprint","C4-topology","should","2026-09-03T19:57:24Z","arXiv API export.arxiv.org/api/query?id_list=2606.02875 (v2, published 2026-06-01, updated 2026-08-30)","https://arxiv.org/abs/2606.02875"
"kim2026realswecompositional","arxiv","2608.27831","RealSWE: A Compositional Evaluation of Coding Agents under Realistic User Requests","2026","arXiv preprint (cs.AI, cs.LG, cs.SE); v2, revised 2026-08-31","C4-topology","should","2026-09-03T22:41:11Z","arXiv abs page 2608.27831 (submitted 2026-08-28, v2 2026-08-31); title, authors and abstract read","https://arxiv.org/abs/2608.27831"
"klang2026orchestratedsustain","doi","10.1038/s44401-026-00077-0","Orchestrated multi agents sustain accuracy under clinical-scale workloads compared to a single agent","2026","npj Health Systems, vol. 3, no. 1, article 23","C4-topology","should","2026-09-03T20:21:58Z","Crossref works record for DOI 10.1038/s44401-026-00077-0 (journal-article, published 2026-03-09, abstract included). Nature full text redirects to an IdP login and was not read.","https://doi.org/10.1038/s44401-026-00077-0"
"kulkarni2026benchmarkingarchitectures","arxiv","2603.22651","Benchmarking Multi-Agent LLM Architectures for Financial Document Processing: A Comparative Study of Orchestration Patterns, Cost-Accuracy Tradeoffs and Production Scaling Strategies","2026","arXiv preprint (submitted 24 Mar 2026; no comment field)","C4-topology","optional","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2603.22651; export API returned HTTP 429","https://arxiv.org/abs/2603.22651"
"lee2026overthinkingloops","arxiv","2602.14798","Overthinking Loops in Agents: A Structural Risk via MCP Tools","2026","arXiv preprint (no comments field; no journal reference)","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2602.14798 (v1 16 Feb 2026)","https://arxiv.org/abs/2602.14798"
"lelis2026rcwtmeasuring","arxiv","2607.12216","RCWT: Measuring Task-Budget Displacement from Coordination Content in LLM Calls","2026","arXiv preprint (submitted 13 Jul 2026)","C4-topology","should","2026-09-03T22:41:11Z","arXiv abs page for 2607.12216 (title, authors, dateline, comments, abstract); export API returned HTTP 429","https://arxiv.org/abs/2607.12216"
"li2026coordinationadaptation","arxiv","2605.25746","Multi-Agent Coordination Adaptation via Structure-Guided Orchestration","2026","arXiv preprint arXiv:2605.25746","C4-topology","optional","2026-09-03T20:21:58Z","arXiv abs page 2605.25746 (v1 submitted 25 May 2026; Comments: 21 pages; no journal reference).","https://arxiv.org/abs/2605.25746"
"li2026earlydiagnosis","arxiv","2606.01365","Early Diagnosis of Wasted Computation in Multi-Agent LLM Systems via Failure-Aware Observability","2026","arXiv preprint (cs.AI); no venue stated in record","C4-topology","should","2026-09-03T20:21:58Z","arXiv API record 2606.01365 (published 2026-05-31, updated 2026-06-15); title and first author match","https://arxiv.org/abs/2606.01365"
"li2026selfcompacting","arxiv","2606.23525","Self-Compacting Language Model Agents","2026","arXiv preprint","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2606.23525 HTML record (export.arxiv.org API returned HTTP 429 on two attempts); comment field: 25 pages, 3 figures; submitted 22 Jun 2026","https://arxiv.org/abs/2606.23525"
"liu2026beyondtokens","arxiv","2606.05711","Beyond tokens: a unified framework for latent communication in LLM-based multi-agent systems","2026","arXiv preprint","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2606.05711 page fetched 2026-09-03 (submitted 4 Jun 2026, v3 15 Jul 2026; no comment or journal reference)","https://arxiv.org/abs/2606.05711"
"nechepurenko2026coordinationarchitectural","arxiv","2605.03310","Coordination as an Architectural Layer for LLM-Based Multi-Agent Systems","2026","arXiv preprint (cs.MA, cs.LG, q-fin.TR); no venue stated in record","C4-topology","should","2026-09-03T20:21:58Z","arXiv API record 2605.03310 (published 2026-05-05, comment '31 pages, 7 figures, 4 tables'); title and authors match","https://arxiv.org/abs/2605.03310"
"parakhin2026tokencoherence","arxiv","2603.15183","Token Coherence: Adapting MESI Cache Protocols to Minimize Synchronization Overhead in Multi-Agent LLM Systems","2026","arXiv preprint (comment: 25 pages; code and reproduction scripts linked)","C4-topology","should","2026-09-03T20:21:58Z","arxiv.org/abs/2603.15183 page fetched 2026-09-03 (submitted 16 Mar 2026, v1 only; no journal reference)","https://arxiv.org/abs/2603.15183"
"sanabria2026openaisingle","doi","10.3389/frobt.2026.1877762","OpenAI single-agent LLM architecture reduces computational overhead relative to multi-agent orchestration in a simulated mars rover decision-support benchmark","2026","Frontiers in Robotics and AI, vol. 13, article 1877762","C4-topology","optional","2026-09-03T20:21:58Z","Crossref works record for DOI 10.3389/frobt.2026.1877762 (journal-article, published 2026-07-06) plus Frontiers full-text page for design and numbers.","https://doi.org/10.3389/frobt.2026.1877762"
"sander2026scalingdriven","arxiv","2607.27942","Scaling LLM-Driven Multi-Agent Systems: Design Principles and Architectural Scalability Analysis","2026","arXiv preprint (submitted 30 Jul 2026; no comment field)","C4-topology","optional","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2607.27942; export API returned HTTP 429","https://arxiv.org/abs/2607.27942"
"shah2026costcompounding","url","https://www.augmentcode.com/guides/multi-agent-cost-compounding","Multi-Agent Cost Compounding: Why 3 Agents Cost 10x","2026","Augment Code guides (engineering blog)","C4-topology","optional","2026-09-03T20:21:58Z","WebFetch of the URL; page dated May 16, 2026, last updated Jun 18, 2026","https://www.augmentcode.com/guides/multi-agent-cost-compounding"
"shang2026unitedminds","arxiv","2506.06843","United Minds or Isolated Agents? Exploring Coordination of LLMs under Cognitive Load Theory","2026","arXiv preprint (v1 2025-06-07, v3 2026-06-21; no venue stated)","C4-topology","optional","2026-09-03T20:21:58Z","arXiv API id_list=2506.06843","https://arxiv.org/abs/2506.06843"
"shi2026learninglatency","arxiv","2601.10560","Learning Latency-Aware Orchestration for Multi-Agent Systems","2026","arXiv preprint (comment field: Preprint; notes an accidental duplicate submission as arXiv:2607.13359)","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2601.10560 page fetched 2026-09-03 (submitted 15 Jan 2026, v2 12 Aug 2026)","https://arxiv.org/abs/2601.10560"
"silfverskiold2026agenticsave","url","https://towardsdatascience.com/agentic-ai-how-to-save-on-tokens/","Agentic AI: How to Save on Tokens","2026","Towards Data Science","C4-topology","optional","2026-09-03T20:21:58Z","WebFetch of the URL; page dated April 29, 2026","https://towardsdatascience.com/agentic-ai-how-to-save-on-tokens/"
"smkal2026cheaperinvestigating","arxiv","2608.25399","Can your AI agent be cheaper? Investigating the effects of task specifications on token spend in agentic coding tasks","2026","arXiv preprint (cs.AI)","C4-topology","should","2026-09-03T22:41:11Z","arXiv abs page 2608.25399 (submitted 2026-08-26); title, author and abstract read","https://arxiv.org/abs/2608.25399"
"sun2026collaborationtax","arxiv","2608.22152","The Collaboration Tax: How Much LLM Multi-Agent Systems Pay to Coordinate","2026","EMNLP 2026 Main Conference, per arXiv comment; arXiv (cs.CL)","C4-topology","should","2026-09-03T22:41:11Z","arXiv abs page https://arxiv.org/abs/2608.22152 (v1 2026-08-23; comment: EMNLP 2026 Main Conference); API returned empty after retries","https://arxiv.org/abs/2608.22152"
"wang2026learninginterrupt","arxiv","2604.06452","Learning to Interrupt in Language-based Multi-agent Communication","2026","CoLM 2026 (per arXiv comment field: Accepted in CoLM 2026)","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2604.06452 page fetched 2026-09-03 (submitted 7 Apr 2026, v2 14 Aug 2026; comment: Accepted in CoLM 2026)","https://arxiv.org/abs/2604.06452"
"wang2026timewithin","arxiv","2605.06110","On Time, Within Budget: Constraint-Driven Online Resource Allocation for Agentic Workflows","2026","arXiv preprint (comment field: Preprint)","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2605.06110 page fetched 2026-09-03 (citation meta tags, dateline: submitted 7 May 2026, v2 8 May 2026); arXiv export API returned HTTP 429 so the abs page was used","https://arxiv.org/abs/2605.06110"
"wani2026reasoningtax","arxiv","2608.26235","The Reasoning Tax: Token Economics of LLM Reasoning Across Task Types and Deployment Contexts","2026","arXiv preprint; arXiv comment states: accepted at the 2026 TPCTC Conference and will be published at Performance Evaluation and Benchmarking (Springer)","C4-topology","should","2026-09-03T20:21:58Z","arxiv.org/abs/2608.26235 (citation_* meta tags and comments field; submitted 26 Aug 2026)","https://arxiv.org/abs/2608.26235"
"weinberger2026promptinduced","arxiv","2608.01347","Prompt-Induced Waste in Coding Agents: Reasoning, Effort, Harness Design, and End-to-End Cost","2026","arXiv preprint (cs.CL); v5, revised 2026-08-24","C4-topology","should","2026-09-03T22:41:11Z","arXiv abs page 2608.01347 (submitted 2026-08-02, v5 2026-08-24); title, authors and abstract read","https://arxiv.org/abs/2608.01347"
"wu2026scalingteams","arxiv","2604.03295","Scaling Teams or Scaling Time? Memory Enabled Lifelong Learning in LLM Multi-Agent Systems","2026","arXiv preprint (submitted 27 Mar 2026; no comment field)","C4-topology","optional","2026-09-03T20:21:58Z","arXiv abs page https://arxiv.org/abs/2604.03295; export API returned HTTP 429","https://arxiv.org/abs/2604.03295"
"jiang2025gtd","arxiv","2510.07799","Dynamic Generation of Multi-LLM Agents Communication Topologies with Graph Diffusion Models","2025","ACL 2026 (Main)","C4-topology","optional","2026-09-03T06:42:09Z","https://export.arxiv.org/api/query?id_list=2510.07799","https://arxiv.org/abs/2510.07799"
"jung2025futureweaverplanning","arxiv","2512.11213","FutureWeaver: Planning Test-Time Compute for Multi-Agent Systems with Modularized Collaboration","2025","arXiv preprint","C4-topology","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2512.11213 page fetched 2026-09-03 (submitted 12 Dec 2025, v2 1 Jun 2026; no comment or journal reference)","https://arxiv.org/abs/2512.11213"
"kapoor2025holisticleaderboard","arxiv","2510.11977","Holistic Agent Leaderboard: The Missing Infrastructure for AI Agent Evaluation","2025","arXiv preprint (no comment or journal reference on the record; v1 13 Oct 2025)","C4-topology","should","2026-09-03T20:21:58Z","https://arxiv.org/abs/2510.11977 (abs page citation_* meta, abstract, submission history)","https://arxiv.org/abs/2510.11977"
"nizar2025agentasagraph","arxiv","2511.18194","Agent-as-a-Graph: Knowledge Graph-Based Tool and Agent Retrieval for LLM Multi-Agent Systems","2025","arXiv preprint","C4-topology","optional","2026-09-03T06:49:40Z","https://export.arxiv.org/api/query?id_list=2511.18194","https://arxiv.org/abs/2511.18194"
"ou2025notebook","arxiv","2508.12981","Analyzing Information Sharing and Coordination in Multi-Agent Planning","2025","arXiv preprint","C4-topology","should","2026-09-03T06:49:50Z","https://export.arxiv.org/api/query?id_list=2508.12981","https://arxiv.org/abs/2508.12981"
"shen2025eiblearner","arxiv","2505.23352","Understanding the Information Propagation Effects of Communication Topologies in LLM-based Multi-Agent Systems","2025","arXiv preprint","C4-topology","must","2026-09-03T06:42:09Z","https://export.arxiv.org/api/query?id_list=2505.23352","https://arxiv.org/abs/2505.23352"
"wang2025agentdropout","arxiv","2503.18891","AgentDropout: Dynamic Agent Elimination for Token-Efficient and High-Performance LLM-Based Multi-Agent Collaboration","2025","arXiv preprint (ACL Anthology lists 2025.acl-long.1170)","C4-topology","should","2026-09-03T06:49:29Z","https://export.arxiv.org/api/query?id_list=2503.18891","https://arxiv.org/abs/2503.18891"
"yang2025topological","arxiv","2505.22467","Topological Structure Learning Should Be A Research Priority for LLM-Based Multi-Agent Systems","2025","arXiv preprint","C4-topology","should","2026-09-03T06:42:09Z","https://export.arxiv.org/api/query?id_list=2505.22467","https://arxiv.org/abs/2505.22467"
"zhang2025safesieve","arxiv","2508.11733","SafeSieve: From Heuristics to Experience in Progressive Pruning for LLM-based Multi-Agent Communication","2025","AAAI 2026 (poster)","C4-topology","optional","2026-09-03T06:42:09Z","https://export.arxiv.org/api/query?id_list=2508.11733","https://arxiv.org/abs/2508.11733"
"zou2025latentcollaboration","arxiv","2511.20639","Latent Collaboration in Multi-Agent Systems","2025","ICML 2026 Spotlight (per arXiv comment field: ICML2026 Spotlight)","C4-topology","should","2026-09-03T20:21:58Z","arxiv.org/abs/2511.20639 page fetched 2026-09-03 (submitted 25 Nov 2025, v4 3 Aug 2026; comment: ICML2026 Spotlight)","https://arxiv.org/abs/2511.20639"
"zhang2024agentprune","arxiv","2410.02506","Cut the Crap: An Economical Communication Pipeline for LLM-based Multi-Agent Systems","2024","arXiv preprint","C4-topology","must","2026-09-03T06:42:09Z","https://export.arxiv.org/api/query?id_list=2410.02506","https://arxiv.org/abs/2410.02506"
"zhang2024gdesigner","arxiv","2410.11782","G-Designer: Architecting Multi-agent Communication Topologies via Graph Neural Networks","2024","arXiv preprint","C4-topology","should","2026-09-03T06:49:24Z","https://export.arxiv.org/api/query?id_list=2410.11782","https://arxiv.org/abs/2410.11782"
"erman1980hearsay","doi","10.1145/356810.356816","The Hearsay-II Speech-Understanding System: Integrating Knowledge to Resolve Uncertainty","1980","ACM Computing Surveys, vol. 12, no. 2, pp. 213-253","C4-topology","must","2026-09-03T06:42:09Z","https://api.crossref.org/works/10.1145/356810.356816","https://doi.org/10.1145/356810.356816"
"smith1980contractnet","doi","10.1109/TC.1980.1675516","The Contract Net Protocol: High-Level Communication and Control in a Distributed Problem Solver","1980","IEEE Transactions on Computers, vol. C-29, no. 12, pp. 1104-1113","C4-topology","must","2026-09-03T06:42:09Z","https://api.crossref.org/works/10.1109/TC.1980.1675516","https://doi.org/10.1109/TC.1980.1675516"
"kim2025scaling","arxiv","2512.08296","Towards a Science of Scaling Agent Systems","2025","arXiv preprint","C4-topology,C11-labs-us","must","2026-09-03T06:49:45Z","https://export.arxiv.org/api/query?id_list=2512.08296","https://arxiv.org/abs/2512.08296"
"acharya2026semanticconsensus","arxiv","2604.16339","Semantic Consensus: Process-Aware Conflict Detection and Resolution for Enterprise Multi-Agent LLM Systems","2026","arXiv preprint (submitted 13 Mar 2026)","C5-drift","should","2026-09-03T22:41:11Z","arXiv abs page for 2604.16339 (title, author, dateline, comments, abstract); export API returned HTTP 429","https://arxiv.org/abs/2604.16339"
"adamczewski2026mirrorcodeevidence","url","https://epoch.ai/publications/mirrorcode-preliminary-results/","MirrorCode: Evidence that AI can already do some weeks-long coding tasks","2026","Epoch AI (co-developed with METR)","C5-drift","should","2026-09-03T20:21:58Z","WebFetch of the URL; published April 10, 2026; token budget up to 1 billion tokens per task, gotree 16,905 lines reimplemented by Claude Opus 4.6 passing 2,000 of 2,001 tests; compaction via Inspect's CompactionSummary","https://epoch.ai/publications/mirrorcode-preliminary-results/"
"bamil2026delegationaware","doi","10.21203/rs.3.rs-10533072/v1","Delegation-Aware Runtime Contracts for Open LLM Multi-Agent Systems: Constraint Preservation, Capability Revocation, and State Recovery","2026","Research Square (preprint, In Review)","C5-drift","should","2026-09-03T20:21:58Z","Crossref works record for 10.21203/rs.3.rs-10533072/v1 (publisher Springer Science and Business Media LLC, type posted-content, group In Review, posted 2026-08-13; resource https://www.researchsquare.com/article/rs-10533072/v1)","https://doi.org/10.21203/rs.3.rs-10533072/v1"
"bu2026executionhorizon","doi","10.21203/rs.3.rs-10101463/v1","Execution Horizon Laws: A 31-Model Census of Self-Conditioning, a Half-Retention Regularity, and the Limits of First-Step Accuracy in Long-Horizon LLM Execution","2026","Research Square (preprint, In Review; posted 2026-06-23, publisher Springer Science and Business Media LLC)","C5-drift","optional","2026-09-03T20:21:58Z","Crossref API record for DOI 10.21203/rs.3.rs-10101463/v1 (title, two authors, posted date, abstract); resource URL https://www.researchsquare.com/article/rs-10101463/v1. Note: the Crossref record lists a second author, Yuxuan Peng, not present in the candidate entry.","https://doi.org/10.21203/rs.3.rs-10101463/v1"
"chen2026slipstreamtrajectory","arxiv","2605.08580","Slipstream: Trajectory-Grounded Compaction Validation for Long-Horizon Agents","2026","arXiv preprint","C5-drift","optional","2026-09-03T20:21:58Z","arxiv.org/abs/2605.08580 HTML record (export API 429); comment field: 9 pages (16 with references, appendix), 6 figures, 2 tables; submitted 9 May 2026","https://arxiv.org/abs/2605.08580"
"doke2026hiermemcontext","doi","10.21203/rs.3.rs-10055780/v1","HierMem: Context Curation Over Context Scaling — Hierarchical Memory with Invariant Constraint Placement for Long-Horizon LLM Conversations","2026","Research Square (preprint, In Review; posted 2026-06-17, publisher Springer Science and Business Media LLC)","C5-drift","optional","2026-09-03T20:21:58Z","Crossref API record for DOI 10.21203/rs.3.rs-10055780/v1 (title, author, posted date, abstract); resource URL https://www.researchsquare.com/article/rs-10055780/v1","https://doi.org/10.21203/rs.3.rs-10055780/v1"
"dongre2026attentioncloses","arxiv","2605.12922","When Attention Closes: How LLMs Lose the Thread in Multi-Turn Interaction","2026","arXiv preprint","C5-drift","should","2026-09-03T22:41:11Z","arXiv abs page (v1, 13 May 2026)","https://arxiv.org/abs/2605.12922"
"fan2026informationfidelity","arxiv","2602.13320","Information Fidelity in Tool-Using LLM Agents: A Martingale Analysis of the Model Context Protocol","2026","arXiv; full working version of an extended abstract accepted at AAMAS 2026 (arXiv comment)","C5-drift","should","2026-09-03T22:41:11Z","export.arxiv.org API record, retrieved 2026-09-03; title match, published 2026-02-10","https://arxiv.org/abs/2602.13320"
"fauchard2026evenmore","arxiv","2607.26120","Even More Deception: Objective Misalignment in Mixed-Motive LLM Multi-Agent Systems","2026","arXiv preprint (comment: Accepted at AIWILD@ICLR 2026)","C5-drift","should","2026-09-03T22:41:11Z","arXiv abs page 2607.26120 (submitted 28 Jul 2026; comments: Accepted at AIWILD@ICLR 2026)","https://arxiv.org/abs/2607.26120"
"fernandez2026semanticregister","arxiv","2607.14119","Semantic Register Compression in Multi-Agent LLM Cascades","2026","arXiv preprint (v2, revised 18 Jul 2026)","C5-drift","optional","2026-09-03T22:41:11Z","arxiv.org abs page, retrieved 2026-09-03; title match, submitted 12 May 2026, last revised 18 Jul 2026 (v2)","https://arxiv.org/abs/2607.14119"
"ghafouri2026lostbefore","arxiv","2602.17674","Lost Before Translation: Social Information Transmission and Survival in AI-AI Communication","2026","arXiv preprint","C5-drift","should","2026-09-03T22:41:11Z","arXiv API record (export.arxiv.org, id_list=2602.17674): title matches; published 2026-01-21; no comment, journal ref, or DOI","https://arxiv.org/abs/2602.17674"
"hamraoui2026graphreinforcement","arxiv","2608.14109","A Graph-Based Reinforcement Learning Framework for Structured Drift Diagnosis and Recovery in Autonomous LLM Agents","2026","arXiv preprint","C5-drift","optional","2026-09-03T22:41:11Z","arxiv.org/abs/2608.14109 HTML metadata (submitted 14 Aug 2026)","https://arxiv.org/abs/2608.14109"
"he2026beyondsuspicious","arxiv","2608.17718","Beyond Suspicious Steps: Ontological Trust in Long-Horizon Agents","2026","arXiv preprint (cs.AI)","C5-drift","should","2026-09-03T22:41:11Z","arXiv export API record 2608.17718v1 (published 2026-08-18); title, authors and abstract read","https://arxiv.org/abs/2608.17718"
"hjazeen2026contextcompaction","doi","10.2139/ssrn.6933161","Context Compaction Provenance (CCP) Lab: Measuring Trust-Boundary Drift in LLM Agent Context Compaction","2026","SSRN (preprint; publisher Elsevier BV)","C5-drift","optional","2026-09-03T20:21:58Z","Crossref API record for DOI 10.2139/ssrn.6933161 (title, author, year, abstract); resource URL https://www.ssrn.com/abstract=6933161","https://doi.org/10.2139/ssrn.6933161"
"jamshidi2026hallucinationcascade","arxiv","2606.07937","Hallucination Cascade: Analyzing Error Propagation in Multi-Agent LLM Systems","2026","arXiv preprint (no comment or journal reference on record)","C5-drift","should","2026-09-03T22:41:11Z","export.arxiv.org API record, retrieved 2026-09-03; title match, published 2026-06-06","https://arxiv.org/abs/2606.07937"
"keluskar2026toolalignbenchinvestigating","arxiv","2607.14285","ToolAlignBench: Investigating Alignment Conflicts in Tool-Calling Enabled LLMs","2026","Pluralistic Alignment Workshop at ICML 2026 (per arXiv comment: Accepted to the Pluralistic Alignment Workshop at ICML 2026)","C5-drift","optional","2026-09-03T20:21:58Z","arXiv abstract page https://arxiv.org/abs/2607.14285 (citation_* meta tags, dateline Submitted on 15 Jul 2026, comments field)","https://arxiv.org/abs/2607.14285"
